 560 460  211  9 =Cyg 17 12 03 03.5 50 33.  B 4. 104887  1  1 1  3.7   -1.3   -0.8    1.2
 561 461  212  9 =Cyg 18 12 04 53.5 51 31.  B 4  105102  1  1 1  4.2   -3.0   -0.6    1.9
 562   0  213  9 =Cyg 19 12 04 33.  38 39.  B 3  107310  1  1 1  4.5   21.6   53.9   56.4
 563   0  214  9 =Cyg 20 10 19 57.  66 15.  B 4   92862  1  1 1  4.1  -14.5   -2.1    6.2
 564   0  215  9 =Cyg 21 10 24 49.5 68 52.  B 4   93408  1  1 1  5.0  -19.9   -2.0    7.5
 565   0  216  9 =Cyg 22 11 13 31.  69 35.  B 4   96441  6  3 1  4.5  -22.3    2.6    8.2
 566   0  217  9 =Cyg 23 11 28 44.  25 11.  B 6  107350  1  0 4  6.0  -22.8   89.5   91.8
 567   0  218  9 =Cyg 24 11 28 22.  35 35.  B 6  106062  2  3 4  5.8  -42.9  -41.0   53.9
 568   0  219  9 =Cyg 25 11 18 15.  53 12.  B 6  101067  1  1 4  5.9   33.0   -5.2   20.4
 569   0  220  9 =Cyg 26 11 13 18.  69 42.  B 6   96441  6  3 1  4.5   -9.3   -4.4    5.5
   0   0  221  9 =Cyg 27 11 16 15.  55 30.  B 0  100044  1  0 0  4.8    1.4   -1.1    1.4
 570 462  222 10 =Cas  1  1 29 35.  44 40.5 B 4    2920  1  1 1  3.7   -2.9    0.8    2.2
 571 463  223 10 =Cas  2  2 02 17.5 46 35.5 B 3:   3179  1  1 1  2.2   -2.4    0.1    1.6
 572 464  224 10 =Cas  3  2 04 38.  47 05.  B 4    3821  1  1 1  3.5   -0.5    0.5    0.6
 573 465  225 10 =Cas  4  2 08 27.5 48 46.  B 3:   4427  1  1 1  2.2   -3.6    0.7    2.4
 574 466  226 10 =Cas  5  2 12 21.  46 22.  B 3    6686  1  1 1  2.7    0.5    1.1    1.1
 575 467  227 10 =Cas  6  2 19 13.5 47 29.  B 3    8886  1  1 1  3.3   -0.2    1.4    1.4
 576 468  228 10 =Cas  7  2 26 39.  48 54.  B 4   11569  1  1 1  4.5    2.1    1.7    2.2
 577 469  229 10 =Cas  8  2 06 14.5 43 06.5 B 4    5542  1  1 1  4.3   -0.4   -0.6    0.7
 578 470  230 10 =Cas  9  2 05 16.  43 28.  B 5    5336  1  1 1  5.2    2.6   -1.1    2.2
 579 471  231 10 =Cas 10  1 24 39.  49 24.5 B 6  118243  1  1 1  4.9   -2.4   -1.6    2.2
 580 472  232 10 =Cas 11  2 07 06.  52 14.  B 4    2599  1  1 1  4.2   -1.4    0.6    1.0
 581 473  233 10 =Cas 12  1 29 35.5 51 14.5 B 3     746  1  1 1  2.3   -2.7   -0.4    1.7
