 182 10 =Cas  5    1 20 40  45 30 B  3    6686 1 1  2.7   21.6   48.8   51.1
 183 10 =Cas  6    1 27 00  47 45 B  4    8886 2 1  3.3   60.9  -24.8   48.0
 184 10 =Cas  7    2 01 40  47 20 B  4    9312 3 3  5.3 -132.0   31.1   94.3
 185 10 =Cas  8    1 14 40  44 20 B  4    5542 1 1  4.3   16.2  -79.3   80.1
 186 10 =Cas  9    1 17 40  45 00 B  5    6242 1 1  4.9   67.9   -6.1   48.5
 187 10 =Cas 10    1 02 20  50 00 B  6  118243 2 1  4.9   69.9  -43.5   62.8
 188 10 =Cas 11    1 15 00  52 40 B  4f   2599 1 1  4.2   57.3  -34.5   49.2
 189 10 =Cas 12    1 07 50  51 40 B  3     746 1 1  2.3   23.4  -20.1   24.8
 190 10 =Cas 13    1 03 40  51 40 B  6  117863 2 1  4.5   46.7  -38.5   48.3
 191 11 =Per  1    1 26 40  40 30 B  9       0 1 1  3.7   49.0  -22.6   43.6 *
 192 11 =Per  2    2 01 10  37 30 B  4   13268 1 1  3.8   43.7  -14.9   37.8
 193 11 =Per  3    2 02 40  34 30 B  3f  14328 1 1  2.9   32.5  -12.7   29.7
 194 11 =Per  4    1 27 30  32 20 B  4   12777 1 1  4.1    9.8  -49.6   50.3
 195 11 =Per  5    2 00 40  34 30 B  4   13531 1 1  3.9   26.3  -21.9   30.9
 196 11 =Per  6    2 01 30  31 10 B  4   14632 1 1  4.1    8.7  -29.2   30.2
 197 11 =Per  7    2 04 50  30 00 B  2   15863 1 1  1.8   24.2   -6.3   21.9
 198 11 =Per  8    2 05 20  27 50 B  4   16335 1 1  4.4   25.7   -2.9   22.9
 199 11 =Per  9    2 07 00  27 40 B  4   16826 1 1  4.3   -6.5    4.2    7.1
 200 11 =Per 10    2 07 40  27 20 B  3   17358 1 1  3.0   16.7  -15.6   21.5
 201 11 =Per 11    2 00 30  27 00 B  4   14668 1 1  3.8   16.5  -62.7   64.4
 202 11 =Per 12    1 29 40  23 00 B  2   14576 1 1  2.1  -20.8  -48.3   52.0
 203 11 =Per 13    1 29 10  21 00 B  4   14817 1 1  4.6   21.5  -16.3   25.9
 204 11 =Per 14    1 27 40  21 00 B  4   14354 1 1  3.3   20.2  -34.4   39.3
 205 11 =Per 15    1 26 50  22 15 B  4   13879 1 1  4.7   13.1  -43.2   44.9
 206 11 =Per 16    2 14 50  28 00 B  4   20070 1 1  4.6    5.7   13.2   14.1
 207 11 =Per 17    2 13 00  28 10 B  4   19167 1 1  4.3   -5.5   28.4   28.9
 208 11 =Per 18    2 12 20  25 00 B  4   19343 1 1  4.0   17.6   59.5   61.6
 209 11 =Per 19    2 14 00  26 15 B  4   19812 1 1  4.1   -4.2   12.1   12.6
 210 11 =Per 20    2 14 10  24 30 B  5   20354 1 1  4.8   34.3   -7.6   32.2
 211 11 =Per 21    2 16 20  18 45 B  5   21476 1 1  4.3   22.1   -0.3   21.0
 212 11 =Per 22    2 06 50  21 50 B  4b  17529 1 1  3.8    8.3    3.8    8.6
 213 11 =Per 23    2 08 40  19 15 B  3   18532 1 1  2.9    8.2  -22.6   23.9
 214 11 =Per 24    2 08 20  14 45 B  4   18614 1 1  4.0  -14.5   -3.8   14.5
 215 11 =Per 25    2 04 10  12 00 B  3f  17448 1 1  3.8    5.5   -3.3    6.3
 216 11 =Per 26    2 06 20  11 00 B  3b  18246 1 1  2.8   -5.8    5.3    7.7
 217 11 =Per 27a   2 11 50  18 00 B  5   19811 1 1  4.7   26.0   40.7   47.6
 218 11 =Per 28a   2 15 00  31 00 B  5   19949 1 1  5.2   27.9   28.6   37.2
 219 11 =Per 29a   1 24 40  20 40 B  7   13254 1 1  4.2   13.8    9.1   15.8
 220 12 =Aur  1    3 02 30  30 00 B  4   28358 1 1  3.7   27.0   38.5   45.1
 221 12 =Aur  2    3 02 20  31 50 B  4   27949 1 1  5.0   -5.8    8.7   10.1
 222 12 =Aur  3    2 25 00  22 30 B  1   24608 1 1  0.1   -3.7   20.4   20.7
 223 12 =Aur  4    3 02 50  20 00 B  2   28360 1 1  1.9   12.1   73.6   74.5
 224 12 =Aur  5    3 01 10  15 15 B  4   27673 1 1  4.0   12.4   11.4   16.5
 225 12 =Aur  6    3 02 50  13 20 B  4b  28380 1 1  2.7   10.4   12.1   15.8
